provision_id,van_ban,doc_code,chuong,dieu,tieu_de_dieu,khoan,diem,noi_dung,hieu_luc,ngay_hieu_luc,ngay_het_hieu_luc,thay_the_boi,thay_the_cho,van_ban_sua_doi,ghi_chu
10_2012_QH13__D13__K2,Bộ luật Lao động 2012 (10/2012/QH13),10_2012_QH13,Chương II,13,Chương trình việc làm,2,,"Điều 13. Chương trình việc làm
2. Cơ quan nhà nước, doanh nghiệp, tổ chức chính trị - xã hội, tổ chức xã hội
và người sử dụng lao động khác trong phạm vi nhiệm vụ, quyền hạn của mình có
trách nhiệm tham gia thực hiện chương trình việc làm.",het_hieu_luc,2013-05-01,,,,,"Hết hiệu lực, thay thế bởi 45/2019/QH14"
10_2012_QH13__D14__K1,Bộ luật Lao động 2012 (10/2012/QH13),10_2012_QH13,Chương II,14,Tổ chức dịch vụ việc làm,1,,"Điều 14. Tổ chức dịch vụ việc làm
1. Tổ chức dịch vụ việc làm có chức năng tư vấn, giới thiệu việc làm và dạy
nghề cho người lao động; cung ứng và tuyển lao động theo yêu cầu của người sử
dụng lao động; thu thập, cung cấp thông tin về thị trường lao động và thực hiện
nhiệm vụ khác theo quy định của pháp luật.",het_hieu_luc,2013-05-01,,,,,"Hết hiệu lực, thay thế bởi 45/2019/QH14"
10_2012_QH13__D14__K2,Bộ luật Lao động 2012 (10/2012/QH13),10_2012_QH13,Chương II,14,Tổ chức dịch vụ việc làm,2,,"Điều 14. Tổ chức dịch vụ việc làm
2. Tổ chức dịch vụ việc làm bao gồm trung tâm dịch vụ việc làm và doanh
nghiệp hoạt động dịch vụ việc làm.
Trung tâm dịch vụ việc làm được thành lập, hoạt động theo quy định của
Chính phủ.
Doanh nghiệp hoạt động dịch vụ việc làm được thành lập và hoạt động theo
quy định của Luật doanh nghiệp và phải có giấy phép hoạt động dịch vụ việc làm
do cơ quan quản lý nhà nước về lao động cấp tỉnh cấp.",het_hieu_luc,2013-05-01,,,,,"Hết hiệu lực, thay thế bởi 45/2019/QH14"
10_2012_QH13__D14__K3,Bộ luật Lao động 2012 (10/2012/QH13),10_2012_QH13,Chương II,14,Tổ chức dịch vụ việc làm,3,,"Điều 14. Tổ chức dịch vụ việc làm
3. Tổ chức dịch vụ việc làm được thu phí, miễn, giảm thuế theo quy định của
pháp luật về phí, pháp luật về thuế.

CHƯƠNG III
HỢP ĐỒNG LAO ĐỘNG
GIAO KẾT HỢP ĐỒNG LAO ĐỘNG",het_hieu_luc,2013-05-01,,,,,"Hết hiệu lực, thay thế bởi 45/2019/QH14"
10_2012_QH13__D15,Bộ luật Lao động 2012 (10/2012/QH13),10_2012_QH13,Chương III,15,Hợp đồng lao động,,,"Điều 15. Hợp đồng lao động
Hợp đồng lao động là sự thoả thuận giữa người lao động và người sử dụng lao
động về việc làm có trả lương, điều kiện làm việc, quyền và nghĩa vụ của mỗi bên
trong quan hệ lao động.",het_hieu_luc,2013-05-01,,,,,"Hết hiệu lực, thay thế bởi 45/2019/QH14"
10_2012_QH13__D16__K1,Bộ luật Lao động 2012 (10/2012/QH13),10_2012_QH13,Chương III,16,Hình thức hợp đồng lao động,1,,"Điều 16. Hình thức hợp đồng lao động
1. Hợp đồng lao động phải được giao kết bằng văn bản và được làm thành 02
bản, người lao động giữ 01 bản, người sử dụng lao động giữ 01 bản, trừ trường hợp
quy định tại khoản 2 Điều này.",het_hieu_luc,2013-05-01,,,,,"Hết hiệu lực, thay thế bởi 45/2019/QH14"
10_2012_QH13__D16__K2,Bộ luật Lao động 2012 (10/2012/QH13),10_2012_QH13,Chương III,16,Hình thức hợp đồng lao động,2,,"Điều 16. Hình thức hợp đồng lao động
2. Đối với công việc tạm thời có thời hạn dưới 03 tháng, các bên có thể giao
kết hợp đồng lao động bằng lời nói.",het_hieu_luc,2013-05-01,,,,,"Hết hiệu lực, thay thế bởi 45/2019/QH14"
10_2012_QH13__D17__K1,Bộ luật Lao động 2012 (10/2012/QH13),10_2012_QH13,Chương III,17,Nguyên tắc giao kết hợp đồng lao động,1,,"Điều 17. Nguyên tắc giao kết hợp đồng lao động
1. Tự nguyện, bình đẳng, thiện chí, hợp tác và trung thực.",het_hieu_luc,2013-05-01,,,,,"Hết hiệu lực, thay thế bởi 45/2019/QH14"
10_2012_QH13__D17__K2,Bộ luật Lao động 2012 (10/2012/QH13),10_2012_QH13,Chương III,17,Nguyên tắc giao kết hợp đồng lao động,2,,"Điều 17. Nguyên tắc giao kết hợp đồng lao động
2. Tự do giao kết hợp đồng lao động nhưng không được trái pháp luật, thỏa
ước lao động tập thể và đạo đức xã hội.",het_hieu_luc,2013-05-01,,,,,"Hết hiệu lực, thay thế bởi 45/2019/QH14"
10_2012_QH13__D18__K1,Bộ luật Lao động 2012 (10/2012/QH13),10_2012_QH13,Chương III,18,Nghĩa vụ giao kết hợp đồng lao động,1,,"Điều 18. Nghĩa vụ giao kết hợp đồng lao động
1. Trước khi nhận người lao động vào làm việc, người sử dụng lao động và
người lao động phải trực tiếp giao kết hợp đồng lao động.
Trong trường hợp người lao động từ đủ 15 tuổi đến dưới 18 tuổi, thì việc giao
kết hợp đồng lao động phải được sự đồng ý của người đại diện theo pháp luật của",het_hieu_luc,2013-05-01,,,,,"Hết hiệu lực, thay thế bởi 45/2019/QH14"
10_2012_QH13__D18__K2,Bộ luật Lao động 2012 (10/2012/QH13),10_2012_QH13,Chương III,18,Nghĩa vụ giao kết hợp đồng lao động,2,,"Điều 18. Nghĩa vụ giao kết hợp đồng lao động
2. Đối với công việc theo mùa vụ, công việc nhất định có thời hạn dưới 12
tháng thì nhóm người lao động có thể ủy quyền cho một người lao động trong
nhóm để giao kết hợp đồng lao động bằng văn bản; trường hợp này hợp đồng lao
động có hiệu lực như giao kết với từng người.
Hợp đồng lao động do người được ủy quyền giao kết phải kèm theo danh sách
ghi rõ họ tên, tuổi, giới tính, địa chỉ thường trú, nghề nghiệp và chữ ký của từng",het_hieu_luc,2013-05-01,,,,,"Hết hiệu lực, thay thế bởi 45/2019/QH14"
10_2012_QH13__D19__K1,Bộ luật Lao động 2012 (10/2012/QH13),10_2012_QH13,Chương III,19,Nghĩa vụ cung cấp thông tin trước khi giao kết hợp đồng lao động,1,,"Điều 19. Nghĩa vụ cung cấp thông tin trước khi giao kết hợp đồng lao động
1. Người sử dụng lao động phải cung cấp thông tin cho người lao động về
công việc, địa điểm làm việc, điều kiện làm việc, thời giờ làm việc, thời giờ nghỉ
ngơi, an toàn lao động, vệ sinh lao động, tiền lương, hình thức trả lương, bảo hiểm
xã hội, bảo hiểm y tế, quy định về bảo vệ bí mật kinh doanh, bí mật công nghệ và
vấn đề khác liên quan trực tiếp đến việc giao kết hợp đồng lao động mà người lao
động yêu cầu.",het_hieu_luc,2013-05-01,,,,,"Hết hiệu lực, thay thế bởi 45/2019/QH14"
10_2012_QH13__D19__K2,Bộ luật Lao động 2012 (10/2012/QH13),10_2012_QH13,Chương III,19,Nghĩa vụ cung cấp thông tin trước khi giao kết hợp đồng lao động,2,,"Điều 19. Nghĩa vụ cung cấp thông tin trước khi giao kết hợp đồng lao động
2. Người lao động phải cung cấp thông tin cho người sử dụng lao động về họ
tên, tuổi, giới tính, nơi cư trú, trình độ học vấn, trình độ kỹ năng nghề, tình trạng
sức khoẻ và vấn đề khác liên quan trực tiếp đến việc giao kết hợp đồng lao động
mà người sử dụng lao động yêu cầu.",het_hieu_luc,2013-05-01,,,,,"Hết hiệu lực, thay thế bởi 45/2019/QH14"
10_2012_QH13__D20__K1,Bộ luật Lao động 2012 (10/2012/QH13),10_2012_QH13,Chương III,20,Những hành vi người sử dụng lao động không được làm khi giao,1,,"Điều 20. Những hành vi người sử dụng lao động không được làm khi giao
1. Giữ bản chính giấy tờ tuỳ thân, văn bằng, chứng chỉ của người lao động.",het_hieu_luc,2013-05-01,,,,,"Hết hiệu lực, thay thế bởi 45/2019/QH14"
10_2012_QH13__D20__K2,Bộ luật Lao động 2012 (10/2012/QH13),10_2012_QH13,Chương III,20,Những hành vi người sử dụng lao động không được làm khi giao,2,,"Điều 20. Những hành vi người sử dụng lao động không được làm khi giao
2. Yêu cầu người lao động phải thực hiện biện pháp bảo đảm bằng tiền hoặc
tài sản khác cho việc thực hiện hợp đồng lao động.",het_hieu_luc,2013-05-01,,,,,"Hết hiệu lực, thay thế bởi 45/2019/QH14"
10_2012_QH13__D21,Bộ luật Lao động 2012 (10/2012/QH13),10_2012_QH13,Chương III,21,Giao kết hợp đồng lao động với nhiều người sử dụng lao động,,,"Điều 21. Giao kết hợp đồng lao động với nhiều người sử dụng lao động
Người lao động có thể giao kết hợp đồng lao động với nhiều người sử dụng
lao động, nhưng phải bảo đảm thực hiện đầy đủ các nội dung đã giao kết.
Trong trường hợp giao kết hợp đồng lao động với nhiều người sử dụng lao động,
việc tham gia bảo hiểm xã hội, bảo hiểm y tế của người lao động được thực hiện theo
quy định của Chính phủ.",het_hieu_luc,2013-05-01,,,,,"Hết hiệu lực, thay thế bởi 45/2019/QH14"
10_2012_QH13__D22__K1,Bộ luật Lao động 2012 (10/2012/QH13),10_2012_QH13,Chương III,22,Loại hợp đồng lao động,1,"a, b, c","Điều 22. Loại hợp đồng lao động
1. Hợp đồng lao động phải được giao kết theo một trong các loại sau đây:
a) Hợp đồng lao động không xác định thời hạn;
Hợp đồng lao động không xác định thời hạn là hợp đồng mà trong đó hai bên
không xác định thời hạn, thời điểm chấm dứt hiệu lực của hợp đồng.
b) Hợp đồng lao động xác định thời hạn;
Hợp đồng lao động xác định thời hạn là hợp đồng mà trong đó hai bên xác
định thời hạn, thời điểm chấm dứt hiệu lực của hợp đồng trong khoảng thời gian từ
đủ 12 tháng đến 36 tháng.
c) Hợp đồng lao động theo mùa vụ hoặc theo một công việc nhất định có thời
hạn dưới 12 tháng.",het_hieu_luc,2013-05-01,,,,,"Hết hiệu lực, thay thế bởi 45/2019/QH14"
10_2012_QH13__D22__K2,Bộ luật Lao động 2012 (10/2012/QH13),10_2012_QH13,Chương III,22,Loại hợp đồng lao động,2,,"Điều 22. Loại hợp đồng lao động
2. Khi hợp đồng lao động quy định tại điểm b và điểm c khoản 1 Điều này hết
hạn mà người lao động vẫn tiếp tục làm việc thì trong thời hạn 30 ngày, kể từ ngày
hợp đồng lao động hết hạn, hai bên phải ký kết hợp đồng lao động mới; nếu không
ký kết hợp đồng lao động mới thì hợp đồng đã giao kết theo quy định tại điểm b
khoản 1 Điều này trở thành hợp đồng lao động không xác định thời hạn và hợp
đồng đã giao kết theo quy định tại điểm c khoản 1 Điều này trở thành hợp đồng lao
động xác định thời hạn với thời hạn là 24 tháng.
Trường hợp hai bên ký kết hợp đồng lao động mới là hợp đồng xác định thời
hạn thì cũng chỉ được ký thêm 01 lần, sau đó nếu người lao động vẫn tiếp tục làm
việc thì phải ký kết hợp đồng lao động không xác định thời hạn.",het_hieu_luc,2013-05-01,,,,,"Hết hiệu lực, thay thế bởi 45/2019/QH14"
10_2012_QH13__D22__K3,Bộ luật Lao động 2012 (10/2012/QH13),10_2012_QH13,Chương III,22,Loại hợp đồng lao động,3,,"Điều 22. Loại hợp đồng lao động
3. Không được giao kết hợp đồng lao động theo mùa vụ hoặc theo một công
việc nhất định có thời hạn dưới 12 tháng để làm những công việc có tính chất
thường xuyên từ 12 tháng trở lên, trừ trường hợp phải tạm thời thay thế người lao
động đi làm nghĩa vụ quân sự, nghỉ theo chế độ thai sản, ốm đau, tai nạn lao động
hoặc nghỉ việc có tính chất tạm thời khác.",het_hieu_luc,2013-05-01,,,,,"Hết hiệu lực, thay thế bởi 45/2019/QH14"
10_2012_QH13__D23__K1,Bộ luật Lao động 2012 (10/2012/QH13),10_2012_QH13,Chương III,23,Nội dung hợp đồng lao động,1,"a, b, c, d, đ, e, g, h, i, k","Điều 23. Nội dung hợp đồng lao động
1. Hợp đồng lao động phải có những nội dung chủ yếu sau đây:
a) Tên và địa chỉ người sử dụng lao động hoặc của người đại diện hợp pháp;

b) Họ tên, ngày tháng năm sinh, giới tính, địa chỉ nơi cư trú, số chứng minh
nhân dân hoặc giấy tờ hợp pháp khác của người lao động;
c) Công việc và địa điểm làm việc;
d) Thời hạn của hợp đồng lao động;
đ) Mức lương, hình thức trả lương, thời hạn trả lương, phụ cấp lương và các
khoản bổ sung khác;
e) Chế độ nâng bậc, nâng lương;
g) Thời giờ làm việc, thời giờ nghỉ ngơi;
h) Trang bị bảo hộ lao động cho người lao động;
i) Bảo hiểm xã hội và bảo hiểm y tế;
k) Đào tạo, bồi dưỡng, nâng cao trình độ kỹ năng nghề.",het_hieu_luc,2013-05-01,,,,,"Hết hiệu lực, thay thế bởi 45/2019/QH14"
10_2012_QH13__D23__K2,Bộ luật Lao động 2012 (10/2012/QH13),10_2012_QH13,Chương III,23,Nội dung hợp đồng lao động,2,,"Điều 23. Nội dung hợp đồng lao động
2. Khi người lao động làm việc có liên quan trực tiếp đến bí mật kinh doanh,
bí mật công nghệ theo quy định của pháp luật, thì người sử dụng lao động có
quyền thỏa thuận bằng văn bản với người lao động về nội dung, thời hạn bảo vệ bí
mật kinh doanh, bí mật công nghệ, quyền lợi và việc bồi thường trong trường hợp
người lao động vi phạm.",het_hieu_luc,2013-05-01,,,,,"Hết hiệu lực, thay thế bởi 45/2019/QH14"
10_2012_QH13__D23__K3,Bộ luật Lao động 2012 (10/2012/QH13),10_2012_QH13,Chương III,23,Nội dung hợp đồng lao động,3,,"Điều 23. Nội dung hợp đồng lao động
3. Đối với người lao động làm việc trong lĩnh vực nông nghiệp, lâm nghiệp,
ngư nghiệp, diêm nghiệp thì tùy theo loại công việc mà hai bên có thể giảm một số
nội dung chủ yếu của hợp đồng lao động và thỏa thuận bổ sung nội dung về phương
thức giải quyết trong trường hợp thực hiện hợp đồng chịu ảnh hưởng của thiên tai,
hoả hoạn, thời tiết.",het_hieu_luc,2013-05-01,,,,,"Hết hiệu lực, thay thế bởi 45/2019/QH14"
10_2012_QH13__D23__K4,Bộ luật Lao động 2012 (10/2012/QH13),10_2012_QH13,Chương III,23,Nội dung hợp đồng lao động,4,,"Điều 23. Nội dung hợp đồng lao động
4. Nội dung của hợp đồng lao động đối với người lao động được thuê làm
giám đốc trong doanh nghiệp có vốn của Nhà nước do Chính phủ quy định.",het_hieu_luc,2013-05-01,,,,,"Hết hiệu lực, thay thế bởi 45/2019/QH14"
10_2012_QH13__D24__K1,Bộ luật Lao động 2012 (10/2012/QH13),10_2012_QH13,Chương III,24,Phụ lục hợp đồng lao động,1,,"Điều 24. Phụ lục hợp đồng lao động
1. Phụ lục hợp đồng lao động là một bộ phận của hợp đồng lao động và có
hiệu lực như hợp đồng lao động.",het_hieu_luc,2013-05-01,,,,,"Hết hiệu lực, thay thế bởi 45/2019/QH14"
10_2012_QH13__D24__K2,Bộ luật Lao động 2012 (10/2012/QH13),10_2012_QH13,Chương III,24,Phụ lục hợp đồng lao động,2,,"Điều 24. Phụ lục hợp đồng lao động
2. Phụ lục hợp đồng lao động quy định chi tiết một số điều khoản hoặc để sửa
đổi, bổ sung hợp đồng lao động.
Trường hợp phụ lục hợp đồng lao động quy định chi tiết một số điều, khoản
của hợp đồng lao động mà dẫn đến cách hiểu khác với hợp đồng lao động thì thực
hiện theo nội dung của hợp đồng lao động.
Trường hợp phụ lục hợp đồng lao động dùng để sửa đổi, bổ sung hợp đồng lao
động thì phải ghi rõ nội dung những điều khoản sửa đổi, bổ sung và thời điểm có
hiệu lực.",het_hieu_luc,2013-05-01,,,,,"Hết hiệu lực, thay thế bởi 45/2019/QH14"
10_2012_QH13__D25,Bộ luật Lao động 2012 (10/2012/QH13),10_2012_QH13,Chương III,25,Hiệu lực của hợp đồng lao động,,,"Điều 25. Hiệu lực của hợp đồng lao động
Hợp đồng lao động có hiệu lực kể từ ngày các bên giao kết trừ trường hợp hai
bên có thỏa thuận khác hoặc pháp luật có quy định khác.",het_hieu_luc,2013-05-01,,,,,"Hết hiệu lực, thay thế bởi 45/2019/QH14"
10_2012_QH13__D26__K1,Bộ luật Lao động 2012 (10/2012/QH13),10_2012_QH13,Chương III,26,Thử việc,1,,"Điều 26. Thử việc
1. Người sử dụng lao động và người lao động có thể thoả thuận về việc làm
thử, quyền, nghĩa vụ của hai bên trong thời gian thử việc. Nếu có thoả thuận về
việc làm thử thì các bên có thể giao kết hợp đồng thử việc.
Nội dung của hợp đồng thử việc gồm các nội dung quy định tại các điểm a, b,
c, d, đ, g và h khoản 1 Điều 23 của Bộ luật này.",het_hieu_luc,2013-05-01,,,,,"Hết hiệu lực, thay thế bởi 45/2019/QH14"
10_2012_QH13__D26__K2,Bộ luật Lao động 2012 (10/2012/QH13),10_2012_QH13,Chương III,26,Thử việc,2,,"Điều 26. Thử việc
2. Người lao động làm việc theo hợp đồng lao động mùa vụ thì không phải thử việc.",het_hieu_luc,2013-05-01,,,,,"Hết hiệu lực, thay thế bởi 45/2019/QH14"
10_2012_QH13__D27__K1,Bộ luật Lao động 2012 (10/2012/QH13),10_2012_QH13,Chương III,27,Thời gian thử việc,1,,"Điều 27. Thời gian thử việc
1. Không quá 60 ngày đối với công việc có chức danh nghề cần trình độ
chuyên môn, kỹ thuật từ cao đẳng trở lên;",het_hieu_luc,2013-05-01,,,,,"Hết hiệu lực, thay thế bởi 45/2019/QH14"
10_2012_QH13__D27__K2,Bộ luật Lao động 2012 (10/2012/QH13),10_2012_QH13,Chương III,27,Thời gian thử việc,2,,"Điều 27. Thời gian thử việc
2. Không quá 30 ngày đối với công việc có chức danh nghề cần trình độ
chuyên môn kỹ thuật trung cấp nghề, trung cấp chuyên nghiệp, công nhân kỹ thuật,
nhân viên nghiệp vụ.",het_hieu_luc,2013-05-01,,,,,"Hết hiệu lực, thay thế bởi 45/2019/QH14"
